threshold,f1,fp,fn,flagged_rate,expected_cost
0.004201631527394056,0.1488469601677149,800,12,0.6951316839584996,140000
0.00420550350099802,0.14900314795383002,799,12,0.6943335993615323,139900
0.004227885976433754,0.14915966386554622,798,12,0.6935355147645651,139800
0.004236382432281971,0.14931650893796003,797,12,0.6927374301675978,139700
0.004243037197738886,0.14947368421052631,796,12,0.6919393455706305,139600
0.004261313006281853,0.14963119072708114,795,12,0.6911412609736632,139500
0.004269756842404604,0.14978902953586498,794,12,0.690343176376696,139400
0.00428842194378376,0.14994720168954592,793,12,0.6895450917797287,139300
0.004295500926673412,0.15010570824524314,792,12,0.6887470071827614,139200
0.00430572684854269,0.15026455026455027,791,12,0.6879489225857941,139100
0.004310858901590109,0.1504237288135593,790,12,0.6871508379888268,139000
0.004322672262787819,0.15058324496288442,789,12,0.6863527533918595,138900
0.004350935574620962,0.15074309978768577,788,12,0.6855546687948922,138800
0.004414747003465891,0.15090329436769395,787,12,0.684756584197925,138700
0.0044497353956103325,0.15106382978723404,786,12,0.6839584996009577,138600
0.004463656805455685,0.15122470713525027,785,12,0.6831604150039904,138500
0.004465844016522169,0.1513859275053305,784,12,0.6823623304070231,138400
0.004486322868615389,0.15154749199573106,783,12,0.6815642458100558,138300
0.004492057021707296,0.1517094017094017,782,12,0.6807661612130886,138200
0.0045009152963757515,0.1518716577540107,781,12,0.6799680766161214,138100
0.004506188910454512,0.15203426124197003,780,12,0.6791699920191541,138000
0.004507320933043957,0.15219721329046088,779,12,0.6783719074221868,137900
0.004511017352342606,0.15236051502145923,778,12,0.6775738228252195,137800
0.004529672209173441,0.15252416756176154,777,12,0.6767757382282522,137700
0.004533692728728056,0.15268817204301074,776,12,0.6759776536312849,137600
0.004538608714938164,0.15285252960172227,775,12,0.6751795690343176,137500
